time,my_x,my_y,my_z,my_speed,my_roll,my_pitch,my_yaw,target_id,target_x,target_y,target_z,target_speed,target_gecikme_ms,target_dist,kilitlenme,cmd_yaw,cmd_speed,cmd_alt,mode_log
1765054234.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,20.00,100.00,HEDEF YOK
1765054234.56,0.00,0.00,0.00,0.00,0.04,0.04,0.06,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.06,20.00,100.00,HEDEF YOK
1765054234.56,0.00,0.00,0.00,0.00,0.04,0.04,0.06,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.06,20.00,100.00,HEDEF YOK
1765054234.56,0.00,0.00,0.00,0.00,0.04,0.04,0.06,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.06,20.00,100.00,HEDEF YOK
1765054234.57,0.00,0.00,0.00,0.00,0.04,0.04,0.06,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.06,20.00,100.00,HEDEF YOK
1765054234.80,0.00,0.00,0.00,0.00,0.09,0.09,0.10,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.10,20.00,100.00,HEDEF YOK
1765054234.80,0.00,0.00,0.00,0.00,0.09,0.09,0.10,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.10,20.00,100.00,HEDEF YOK
1765054234.80,0.00,0.00,0.00,0.00,0.09,0.09,0.10,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.10,20.00,100.00,HEDEF YOK
1765054234.80,0.00,0.00,0.00,0.00,0.09,0.09,0.10,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.10,20.00,100.00,HEDEF YOK
1765054235.06,0.00,0.00,0.00,0.00,0.14,0.14,0.16,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.16,20.00,100.00,HEDEF YOK
1765054235.06,0.00,0.00,0.00,0.00,0.14,0.14,0.16,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.16,20.00,100.00,HEDEF YOK
1765054235.06,0.00,0.00,0.00,0.00,0.14,0.14,0.16,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.16,20.00,100.00,HEDEF YOK
1765054235.06,0.00,0.00,0.00,0.00,0.14,0.14,0.16,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.16,20.00,100.00,HEDEF YOK
1765054235.30,0.00,0.00,0.00,0.00,0.21,0.21,0.23,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.23,20.00,100.00,HEDEF YOK
1765054235.31,0.00,0.00,0.00,0.00,0.21,0.21,0.23,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.23,20.00,100.00,HEDEF YOK
1765054235.31,0.00,0.00,0.00,0.00,0.21,0.21,0.23,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.23,20.00,100.00,HEDEF YOK
1765054235.31,0.00,0.00,0.00,0.00,0.21,0.21,0.23,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.23,20.00,100.00,HEDEF YOK
1765054235.56,0.00,0.00,0.00,0.00,0.31,0.31,0.33,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.33,20.00,100.00,HEDEF YOK
1765054235.56,0.00,0.00,0.00,0.00,0.31,0.31,0.33,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.33,20.00,100.00,HEDEF YOK
1765054235.56,0.00,0.00,0.00,0.00,0.31,0.31,0.33,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.33,20.00,100.00,HEDEF YOK
1765054235.56,0.00,0.00,0.00,0.00,0.31,0.31,0.33,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.33,20.00,100.00,HEDEF YOK
1765054235.80,0.00,0.00,0.00,0.00,0.46,0.47,0.48,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.48,20.00,100.00,HEDEF YOK
1765054235.80,0.00,0.00,0.00,0.00,0.46,0.47,0.48,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.48,20.00,100.00,HEDEF YOK
1765054235.80,0.00,0.00,0.00,0.00,0.46,0.47,0.48,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.48,20.00,100.00,HEDEF YOK
1765054235.80,0.00,0.00,0.00,0.00,0.46,0.47,0.48,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.48,20.00,100.00,HEDEF YOK
1765054236.06,0.00,0.00,0.00,0.00,0.76,0.78,0.78,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.78,20.00,100.00,HEDEF YOK
1765054236.06,0.00,0.00,0.00,0.00,0.76,0.78,0.78,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.78,20.00,100.00,HEDEF YOK
1765054236.06,0.00,0.00,0.00,0.00,0.76,0.78,0.78,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.78,20.00,100.00,HEDEF YOK
1765054236.07,0.00,0.00,0.00,0.00,0.76,0.79,0.79,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.79,20.00,100.00,HEDEF YOK
1765054236.30,0.00,0.00,0.00,0.00,1.37,1.40,1.40,0,0.00,0.00,0.00,0.00,0.00,0.00,0,1.40,20.00,100.00,HEDEF YOK
1765054236.30,-0.00,0.00,0.00,0.00,1.37,1.40,1.40,0,0.00,0.00,0.00,0.00,0.00,0.00,0,1.40,20.00,100.00,HEDEF YOK
1765054236.30,-0.00,0.00,0.00,0.00,1.38,1.41,1.41,0,0.00,0.00,0.00,0.00,0.00,0.00,0,1.41,20.00,100.00,HEDEF YOK
1765054236.31,-0.01,0.01,0.00,0.00,1.39,1.42,1.42,0,0.00,0.00,0.00,0.00,0.00,0.00,0,1.42,20.00,100.00,HEDEF YOK
1765054236.56,-97.76,93.39,4.29,0.00,3.28,3.25,3.33,0,0.00,0.00,0.00,0.00,0.00,0.00,0,3.33,20.00,100.00,HEDEF YOK
1765054236.56,-97.76,93.39,4.29,0.00,3.30,3.26,3.35,0,0.00,0.00,0.00,0.00,0.00,0.00,0,3.35,20.00,100.00,HEDEF YOK
1765054236.56,-97.76,93.39,4.29,0.00,3.30,3.26,3.35,0,0.00,0.00,0.00,0.00,0.00,0.00,0,3.35,20.00,100.00,HEDEF YOK
1765054236.57,-97.76,93.39,4.29,0.00,3.34,3.30,3.39,0,0.00,0.00,0.00,0.00,0.00,0.00,0,3.39,20.00,100.00,HEDEF YOK
1765054236.80,-97.65,93.30,6.27,0.00,10.41,9.09,10.52,0,0.00,0.00,0.00,0.00,0.00,0.00,0,10.52,20.00,100.00,HEDEF YOK
1765054236.80,-97.65,93.30,6.27,0.00,10.46,9.13,10.58,0,0.00,0.00,0.00,0.00,0.00,0.00,0,10.58,20.00,100.00,HEDEF YOK
1765054236.80,-97.65,93.30,6.27,0.00,10.51,9.16,10.63,0,0.00,0.00,0.00,0.00,0.00,0.00,0,10.63,20.00,100.00,HEDEF YOK
1765054236.81,-97.65,93.30,6.27,0.00,10.91,9.45,11.03,0,0.00,0.00,0.00,0.00,0.00,0.00,0,11.03,20.00,100.00,HEDEF YOK
1765054237.06,-97.21,92.94,8.89,21.28,62.95,18.24,63.37,0,0.00,0.00,0.00,0.00,0.00,0.00,0,63.37,20.00,100.00,HEDEF YOK
1765054237.06,-97.21,92.94,8.90,21.17,63.79,17.99,64.21,0,0.00,0.00,0.00,0.00,0.00,0.00,0,64.21,20.00,100.00,HEDEF YOK
1765054237.06,-97.21,92.94,8.91,21.07,64.16,17.88,64.58,0,0.00,0.00,0.00,0.00,0.00,0.00,0,64.58,20.00,100.00,HEDEF YOK
1765054237.06,-97.20,92.93,8.96,20.96,67.58,16.69,68.03,0,0.00,0.00,0.00,0.00,0.00,0.00,0,68.03,20.00,100.00,HEDEF YOK
1765054237.30,-93.89,91.50,15.29,40.85,8.19,7.44,8.29,0,0.00,0.00,0.00,0.00,0.00,0.00,0,8.29,20.00,100.00,HEDEF YOK
1765054237.30,-93.88,91.50,15.30,40.65,8.29,7.51,8.39,0,0.00,0.00,0.00,0.00,0.00,0.00,0,8.39,20.00,100.00,HEDEF YOK
1765054237.31,-93.86,91.49,15.33,40.45,8.45,7.63,8.55,0,0.00,0.00,0.00,0.00,0.00,0.00,0,8.55,20.00,100.00,HEDEF YOK
1765054237.31,-93.79,91.46,15.42,40.24,9.04,8.08,9.14,0,0.00,0.00,0.00,0.00,0.00,0.00,0,9.14,20.00,100.00,HEDEF YOK
1765054237.56,-87.20,88.66,27.66,80.00,90.00,-26.06,111.06,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.06,20.00,100.00,HEDEF YOK
1765054237.56,-87.18,88.65,27.66,79.60,90.00,-26.06,111.06,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.06,20.00,100.00,HEDEF YOK
1765054237.56,-87.17,88.64,27.66,79.20,90.00,-26.06,111.06,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.06,20.00,100.00,HEDEF YOK
1765054237.56,-87.05,88.55,27.65,78.81,90.00,-26.06,111.06,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.06,20.00,100.00,HEDEF YOK
1765054237.80,-72.69,76.85,26.64,77.47,90.00,-26.11,111.09,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.09,20.00,100.00,HEDEF YOK
1765054237.80,-72.66,76.83,26.64,77.08,90.00,-26.11,111.09,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.09,20.00,100.00,HEDEF YOK
1765054237.80,-72.62,76.80,26.64,76.70,90.00,-26.11,111.09,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.09,20.00,100.00,HEDEF YOK
1765054237.80,-72.41,76.62,26.63,76.31,90.00,-26.12,111.09,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.09,20.00,100.00,HEDEF YOK
1765054238.06,-57.60,63.85,26.38,75.11,90.00,-26.17,111.12,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.12,20.00,100.00,HEDEF YOK
1765054238.06,-57.58,63.84,26.38,74.73,90.00,-26.17,111.12,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.12,20.00,100.00,HEDEF YOK
1765054238.06,-57.56,63.81,26.38,74.36,90.00,-26.17,111.12,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.12,20.00,100.00,HEDEF YOK
1765054238.06,-57.44,63.70,26.38,73.99,90.00,-26.17,111.12,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.12,20.00,100.00,HEDEF YOK
1765054238.30,-44.58,51.94,26.90,73.06,90.00,-26.24,111.14,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.14,20.00,100.00,HEDEF YOK
1765054238.30,-44.56,51.93,26.90,72.69,90.00,-26.24,111.14,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.14,20.00,100.00,HEDEF YOK
1765054238.30,-44.54,51.91,26.90,72.33,90.00,-26.24,111.14,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.14,20.00,100.00,HEDEF YOK
1765054238.31,-44.38,51.76,26.92,71.97,90.00,-26.24,111.14,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.14,20.00,100.00,HEDEF YOK
1765054238.56,-31.18,38.91,28.28,71.22,90.00,-26.30,111.18,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.18,20.00,100.00,HEDEF YOK
1765054238.56,-31.15,38.89,28.29,70.87,90.00,-26.30,111.18,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.18,20.00,100.00,HEDEF YOK
1765054238.56,-31.13,38.86,28.29,70.51,90.00,-26.30,111.18,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.18,20.00,100.00,HEDEF YOK
1765054238.57,-30.96,38.69,28.31,70.16,90.00,-26.30,111.19,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.19,20.00,100.00,HEDEF YOK
1765054238.80,-19.58,26.90,30.28,69.66,90.00,-26.35,111.21,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.21,20.00,100.00,HEDEF YOK
1765054238.80,-19.56,26.87,30.29,69.31,90.00,-26.35,111.21,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.21,20.00,100.00,HEDEF YOK
1765054238.80,-19.54,26.85,30.29,68.97,90.00,-26.35,111.21,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.21,20.00,100.00,HEDEF YOK
1765054238.81,-19.46,26.76,30.31,68.62,90.00,-26.35,111.21,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.21,20.00,100.00,HEDEF YOK
1765054239.06,-7.96,14.04,33.18,68.35,90.00,-26.42,111.24,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.24,20.00,100.00,HEDEF YOK
1765054239.06,-7.93,14.01,33.18,68.01,90.00,-26.42,111.24,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.24,20.00,100.00,HEDEF YOK
1765054239.06,-7.91,13.98,33.19,67.67,90.00,-26.42,111.24,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.24,20.00,100.00,HEDEF YOK
1765054239.06,-7.82,13.88,33.22,67.33,90.00,-26.42,111.24,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.24,20.00,100.00,HEDEF YOK
1765054239.30,2.44,1.71,36.66,67.29,90.00,-26.48,111.26,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.26,20.00,100.00,HEDEF YOK
1765054239.30,2.47,1.67,36.67,66.95,90.00,-26.48,111.26,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.26,20.00,100.00,HEDEF YOK
1765054239.30,2.49,1.64,36.68,66.62,90.00,-26.48,111.26,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.26,20.00,100.00,HEDEF YOK
1765054239.31,2.68,1.41,36.75,66.28,90.00,-26.48,111.26,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.26,20.00,100.00,HEDEF YOK
1765054239.56,12.70,-11.35,41.07,66.49,90.00,-26.54,111.29,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.29,20.00,100.00,HEDEF YOK
1765054239.56,12.71,-11.36,41.08,66.16,90.00,-26.54,111.29,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.29,20.00,100.00,HEDEF YOK
1765054239.56,12.72,-11.38,41.09,65.83,90.00,-26.54,111.29,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.29,20.00,100.00,HEDEF YOK
1765054239.56,12.80,-11.48,41.13,65.50,90.00,-26.54,111.29,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.29,20.00,100.00,HEDEF YOK
1765054239.80,21.50,-23.43,45.82,65.90,90.00,-26.59,111.32,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.32,20.00,100.00,HEDEF YOK
1765054239.80,21.52,-23.46,45.83,65.57,90.00,-26.59,111.32,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.32,20.00,100.00,HEDEF YOK
1765054239.80,21.54,-23.48,45.84,65.24,90.00,-26.59,111.32,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.32,20.00,100.00,HEDEF YOK
1765054239.80,21.65,-23.64,45.90,64.91,90.00,-26.59,111.32,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.32,20.00,100.00,HEDEF YOK
1765054240.06,30.47,-36.74,51.74,65.61,90.00,-26.65,111.35,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.35,20.00,100.00,HEDEF YOK
1765054240.06,30.49,-36.76,51.75,65.28,90.00,-26.65,111.35,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.35,20.00,100.00,HEDEF YOK
1765054240.06,30.50,-36.79,51.76,64.96,90.00,-26.65,111.35,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.35,20.00,100.00,HEDEF YOK
1765054240.07,30.62,-36.97,51.85,64.63,90.00,-26.65,111.35,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.35,20.00,100.00,HEDEF YOK
1765054240.30,38.07,-48.98,57.82,65.46,90.00,-26.70,111.38,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.38,20.00,100.00,HEDEF YOK
1765054240.30,38.07,-48.99,57.83,65.13,90.00,-26.70,111.38,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.38,20.00,100.00,HEDEF YOK
1765054240.30,38.08,-49.00,57.84,64.80,90.00,-26.70,111.38,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.38,20.00,100.00,HEDEF YOK
1765054240.30,38.13,-49.09,57.88,64.48,90.00,-26.70,111.38,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.38,20.00,100.00,HEDEF YOK
1765054240.56,45.68,-62.41,65.17,65.65,90.00,-26.77,111.40,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.40,20.00,100.00,HEDEF YOK
1765054240.56,45.69,-62.43,65.19,65.32,90.00,-26.77,111.40,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.40,20.00,100.00,HEDEF YOK
1765054240.56,45.70,-62.45,65.20,64.99,90.00,-26.77,111.40,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.40,20.00,100.00,HEDEF YOK
1765054240.57,45.77,-62.58,65.27,64.67,90.00,-26.77,111.40,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.40,20.00,100.00,HEDEF YOK
1765054240.80,52.01,-74.66,72.49,65.89,90.00,-26.82,111.43,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.43,20.00,100.00,HEDEF YOK
1765054240.80,52.01,-74.68,72.50,65.56,90.00,-26.82,111.43,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.43,20.00,100.00,HEDEF YOK
1765054240.80,52.02,-74.69,72.50,65.23,90.00,-26.82,111.43,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.43,20.00,100.00,HEDEF YOK
1765054240.80,52.06,-74.78,72.56,64.91,90.00,-26.82,111.43,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.43,20.00,100.00,HEDEF YOK
1765054241.06,58.21,-87.94,81.04,66.45,90.00,-26.90,111.47,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.47,20.00,100.00,HEDEF YOK
1765054241.06,58.22,-87.97,81.06,66.12,90.00,-26.90,111.47,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.47,20.00,100.00,HEDEF YOK
1765054241.06,58.23,-87.99,81.08,65.79,90.00,-26.90,111.47,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.47,20.00,100.00,HEDEF YOK
1765054241.06,58.27,-88.10,81.15,65.46,90.00,-26.90,111.47,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.47,20.00,100.00,HEDEF YOK
1765054241.30,63.47,-100.53,89.73,67.07,90.00,-26.95,111.49,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.49,20.00,100.00,HEDEF YOK
1765054241.30,63.48,-100.55,89.75,66.74,90.00,-26.95,111.49,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.49,20.00,100.00,HEDEF YOK
1765054241.30,63.49,-100.57,89.77,66.40,90.00,-26.95,111.49,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.49,20.00,100.00,HEDEF YOK
1765054241.31,63.56,-100.76,89.90,66.07,90.00,-26.96,111.49,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.49,20.00,100.00,HEDEF YOK
1765054241.56,68.41,-113.82,99.52,67.94,90.00,-27.01,111.52,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.52,20.00,100.00,HEDEF YOK
1765054241.56,68.42,-113.85,99.54,67.60,90.00,-27.01,111.52,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.52,20.00,100.00,HEDEF YOK
1765054241.56,68.42,-113.86,99.54,67.26,90.00,-27.01,111.52,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.52,20.00,100.00,HEDEF YOK
1765054241.57,68.49,-114.06,99.70,66.93,90.00,-27.01,111.52,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.52,20.00,100.00,HEDEF YOK
1765054241.80,72.47,-126.27,109.22,68.79,90.00,-27.07,111.56,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.56,20.00,100.00,HEDEF YOK
1765054241.80,72.48,-126.28,109.23,68.44,90.00,-27.07,111.56,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.56,20.00,100.00,HEDEF YOK
1765054241.80,72.48,-126.29,109.24,68.10,90.00,-27.07,111.56,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.56,20.00,100.00,HEDEF YOK
1765054241.80,72.51,-126.38,109.31,67.76,90.00,-27.07,111.56,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.56,20.00,100.00,HEDEF YOK
1765054242.06,76.32,-139.91,120.44,70.00,90.00,-27.15,111.60,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.60,20.00,100.00,HEDEF YOK
1765054242.06,76.32,-139.94,120.46,69.65,90.00,-27.15,111.60,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.60,20.00,100.00,HEDEF YOK
1765054242.06,76.33,-139.97,120.49,69.30,90.00,-27.15,111.60,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.60,20.00,100.00,HEDEF YOK
1765054242.07,76.37,-140.10,120.60,68.95,90.00,-27.15,111.60,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.60,20.00,100.00,HEDEF YOK
1765054242.30,79.30,-152.42,131.26,71.07,90.00,-27.20,111.63,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.63,20.00,100.00,HEDEF YOK
1765054242.30,79.31,-152.44,131.27,70.72,90.00,-27.20,111.63,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.63,20.00,100.00,HEDEF YOK
1765054242.30,79.31,-152.45,131.29,70.36,90.00,-27.20,111.63,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.63,20.00,100.00,HEDEF YOK
1765054242.31,79.35,-152.65,131.46,70.01,90.00,-27.20,111.63,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.63,20.00,100.00,HEDEF YOK
1765054242.56,82.00,-166.13,143.67,72.47,90.00,-27.26,111.66,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.66,20.00,100.00,HEDEF YOK
1765054242.56,82.00,-166.16,143.69,72.11,90.00,-27.26,111.66,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.66,20.00,100.00,HEDEF YOK
1765054242.56,82.01,-166.18,143.71,71.75,90.00,-27.26,111.66,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.66,20.00,100.00,HEDEF YOK
1765054242.57,82.03,-166.31,143.84,71.39,90.00,-27.26,111.66,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.66,20.00,100.00,HEDEF YOK
1765054242.80,83.96,-178.69,155.55,73.70,90.00,-27.31,111.69,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.69,20.00,100.00,HEDEF YOK
1765054242.80,83.96,-178.72,155.57,73.33,90.00,-27.31,111.69,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.69,20.00,100.00,HEDEF YOK
1765054242.80,83.97,-178.75,155.60,72.96,90.00,-27.31,111.69,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.69,20.00,100.00,HEDEF YOK
1765054242.81,83.99,-178.90,155.75,72.60,90.00,-27.31,111.69,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.69,20.00,100.00,HEDEF YOK
1765054243.06,85.54,-192.19,168.82,75.19,90.00,-27.38,111.71,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.71,20.00,100.00,HEDEF YOK
1765054243.06,85.54,-192.20,168.84,74.82,90.00,-27.38,111.71,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.71,20.00,100.00,HEDEF YOK
1765054243.06,85.54,-192.23,168.86,74.44,90.00,-27.38,111.71,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.71,20.00,100.00,HEDEF YOK
1765054243.06,85.56,-192.42,169.06,74.07,90.00,-27.39,111.71,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.71,20.00,100.00,HEDEF YOK
1765054243.31,86.55,-205.15,182.07,76.61,90.00,-27.44,111.75,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.75,20.00,100.00,HEDEF YOK
1765054243.31,86.55,-205.16,182.08,76.22,90.00,-27.44,111.75,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.75,20.00,100.00,HEDEF YOK
1765054243.31,86.55,-205.18,182.09,75.84,90.00,-27.44,111.75,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.75,20.00,100.00,HEDEF YOK
1765054243.31,86.56,-205.28,182.21,75.46,90.00,-27.45,111.75,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.75,20.00,100.00,HEDEF YOK
1765054243.56,87.11,-218.68,196.39,78.21,90.00,-27.50,111.78,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.78,20.00,100.00,HEDEF YOK
1765054243.56,87.11,-218.70,196.42,77.82,90.00,-27.50,111.78,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.78,20.00,100.00,HEDEF YOK
1765054243.56,87.11,-218.73,196.45,77.43,90.00,-27.50,111.78,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.78,20.00,100.00,HEDEF YOK
1765054243.56,87.11,-218.89,196.62,77.04,90.00,-27.50,111.78,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.78,20.00,100.00,HEDEF YOK
1765054243.80,87.17,-231.33,210.24,79.62,90.00,-27.56,111.83,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.83,20.00,100.00,HEDEF YOK
1765054243.80,87.17,-231.38,210.29,79.22,90.00,-27.56,111.83,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.83,20.00,100.00,HEDEF YOK
1765054243.80,87.17,-231.39,210.31,78.82,90.00,-27.56,111.83,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.83,20.00,100.00,HEDEF YOK
1765054243.80,87.17,-231.56,210.50,78.43,90.00,-27.56,111.83,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.83,20.00,100.00,HEDEF YOK
1765054244.06,86.75,-245.25,225.97,80.00,90.00,-27.62,111.86,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.86,20.00,100.00,HEDEF YOK
1765054244.06,86.75,-245.27,225.99,79.60,90.00,-27.62,111.86,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.86,20.00,100.00,HEDEF YOK
1765054244.06,86.75,-245.28,226.00,79.20,90.00,-27.62,111.86,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.86,20.00,100.00,HEDEF YOK
1765054244.06,86.75,-245.39,226.12,78.81,90.00,-27.62,111.86,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.86,20.00,100.00,HEDEF YOK
1765054244.30,85.94,-257.80,240.58,80.00,90.00,-27.68,111.88,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.88,20.00,100.00,HEDEF YOK
1765054244.30,85.94,-257.81,240.60,79.60,90.00,-27.68,111.88,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.88,20.00,100.00,HEDEF YOK
1765054244.30,85.94,-257.82,240.61,79.20,90.00,-27.68,111.88,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.88,20.00,100.00,HEDEF YOK
1765054244.30,85.93,-257.93,240.74,78.81,90.00,-27.68,111.88,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.88,20.00,100.00,HEDEF YOK
1765054244.56,84.61,-271.24,256.70,80.00,90.00,-27.75,111.92,0,0.00,0.00,0.00,0.00,0.00,0.00,0,111.92,20.00,100.00,HEDEF YOK
